Movie,Year,IMDb,Rating,Runtime,Genre
Life Stinks,1991,6.0,PG-13,92,Comedy
Restoration,1995,6.6,R,117,"Biography, Drama, History"
Sleuth,1972,8.0,PG,138,"Mystery, Thriller"
The Hero,2017,6.5,R,96,"Drama, Romance, Western"
Denial,2016,6.7,PG-13,109,"Biography, Drama"
Tank Girl,1995,5.4,R,104,"Action, Comedy, Sci-Fi"
Good Bye Lenin!,2003,7.7,R,121,"Comedy, Drama, Romance"
Frances Ha,2012,7.5,R,86,"Comedy, Drama, Romance"
Secretary,2002,7.0,R,107,"Comedy, Drama, Romance"
Peter's Friends,1992,7.0,R,101,"Comedy, Drama, Romance"
Black Christmas,1974,7.2,R,98,"Horror, Mystery, Thriller"
Playing God,1997,5.6,R,94,"Crime, Thriller, Drama"
What Ever Happened to Baby Jane?,1962,8.1,Passed,134,"Drama, Horror, Thriller"
Replicas,2018,5.5,PG-13,107,"Drama, Sci-Fi, Thriller"
Breaking the Waves,1996,7.8,R,159,Drama
Bottle Shock,2008,6.8,PG-13,110,"Comedy, Drama"
Please Give,2010,6.6,R,87,"Comedy, Drama"
Irrational Man,2015,6.6,R,95,"Comedy, Drama, Romance"
My Name Is Khan,2010,8.0,PG-13,165,Drama
I'm Not There,2007,6.9,R,135,"Biography, Drama, Music"
The Anniversary Party,2001,6.2,R,115,"Comedy, Drama, Romance"
My Old Lady,2014,6.4,PG-13,107,"Comedy, Drama, Romance"
Safety Not Guaranteed,2012,7.0,R,86,"Comedy, Drama, Romance"
Idle Hands,1999,6.2,R,92,"Comedy, Fantasy, Horror"
Shame,2011,7.2,NC-17,101,Drama
American Ninja 2: The Confrontation,1987,4.9,R,90,"Action, Drama"
Willy Wonka & the Chocolate Factory,1971,7.8,G,100,"Family, Fantasy, Musical"
Blood Feast,1963,5.1,Not Rated,67,Horror
Jailhouse Rock,1957,6.5,Not Rated,96,"Drama, Music, Musical"
Cat People,1942,7.3,Not Rated,73,"Fantasy, Horror, Thriller"
P2,2007,5.9,R,98,"Crime, Horror, Thriller"
Fluke,1995,6.7,PG,96,"Drama, Family, Fantasy"
The Adventures of Robin Hood,1938,7.9,PG,102,"Action, Adventure, Romance"
Ace in the Hole,1951,8.1,Approved,111,"Drama, Film-Noir"
Bat*21,1988,6.5,R,105,"Drama, War"
Peaceful Warrior,2006,7.3,PG-13,120,"Drama, Romance, Sport"
Loverboy,1989,6.1,PG-13,98,Comedy
Mr. Turner,2014,6.8,R,150,"Biography, Drama, History"
Playing by Heart,1998,7.0,R,121,"Comedy, Drama, Romance"
The Winslow Boy,1999,7.3,G,104,"Drama, Romance"
Ip Man 4: The Finale,2019,7.1,Unrated,107,"Action, Biography, Drama"
Charlie Bartlett,2007,7.0,R,97,"Comedy, Drama, Romance"
Earth Girls Are Easy,1988,5.4,PG,100,"Comedy, Musical, Romance"
Morgan,2016,5.8,R,92,"Action, Horror, Sci-Fi"
The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,R,160,"Biography, Crime, Drama"
Warlock: The Armageddon,1993,5.4,R,98,"Action, Fantasy, Horror"
A United Kingdom,2016,6.8,PG-13,111,"Biography, Drama, History"
The Manhattan Project,1986,6.2,PG-13,117,"Sci-Fi, Thriller"
"Lock, Stock and Two Smoking Barrels",1998,8.2,R,107,"Action, Comedy, Crime"
L'auberge espagnole,2002,7.3,R,122,"Comedy, Drama, Romance"
Me and You and Everyone We Know,2005,7.3,R,91,"Comedy, Drama"
Top Hat,1935,7.7,Not Rated,101,"Comedy, Musical, Romance"
Damien: Omen II,1978,6.3,R,107,Horror
The Man Who Knew Infinity,2015,7.2,PG-13,108,"Biography, Drama"
Sleight,2016,5.9,R,89,"Drama, Sci-Fi"
The Door in the Floor,2004,6.6,R,111,"Comedy, Drama"
Yeh Jawaani Hai Deewani,2013,7.1,Not Rated,160,"Drama, Musical, Romance"
Melinda and Melinda,2004,6.4,PG-13,99,"Comedy, Drama, Romance"
Max Steel,2016,4.6,PG-13,92,"Action, Adventure, Fantasy"
Jane Eyre,1943,7.5,Approved,97,"Drama, Romance"
Critters 2,1988,5.5,PG-13,86,"Comedy, Horror, Sci-Fi"
Norman,2016,6.1,R,118,"Drama, Thriller"
Better Luck Tomorrow,2002,7.0,R,101,"Crime, Drama, Romance"
Bound,1996,7.3,R,109,"Crime, Romance, Thriller"
Lost Highway,1997,7.6,R,134,"Mystery, Thriller"
Barb Wire,1996,3.3,R,98,"Action, Sci-Fi"
Batman: The Killing Joke,2016,6.4,R,76,"Animation, Action, Crime"
To Save a Life,2009,6.9,PG-13,120,Drama
The Monster Squad,1987,7.1,PG-13,79,"Action, Comedy, Fantasy"
The Merchant of Venice,2004,7.0,R,131,"Drama, Romance"
Fading Gigolo,2013,6.2,R,90,Comedy
Anomalisa,2015,7.3,R,90,"Animation, Comedy, Drama"
Friend Request,2016,5.3,R,92,"Horror, Mystery, Thriller"
The Keep,1983,5.8,R,96,"Drama, Fantasy, Horror"
Vera Drake,2004,7.6,R,125,"Crime, Drama"
Mannequin: On the Move,1991,4.4,PG,95,"Comedy, Fantasy, Romance"
Allan Quatermain and the Lost City of Gold,1986,4.6,PG,99,"Action, Adventure, Comedy"
The Cold Light of Day,2012,4.9,PG-13,93,"Action, Adventure, Thriller"
Then She Found Me,2007,6.0,R,100,"Comedy, Drama, Romance"
Liberty Heights,1999,7.0,R,127,"Drama, Music, Romance"
A Monster Calls,2016,7.5,PG-13,108,"Adventure, Drama, Family"
Midnight Special,2016,6.6,PG-13,112,"Drama, Mystery, Sci-Fi"
Warlock,1959,7.2,Passed,121,"Drama, Western"
Ben Is Back,2018,6.7,R,103,Drama
The Brother from Another Planet,1984,6.7,R,108,"Comedy, Sci-Fi"
Scrooge,1970,7.5,G,113,"Drama, Family, Fantasy"
The Portrait of a Lady,1996,6.2,PG-13,144,"Drama, Romance"
Three O'Clock High,1987,7.2,PG-13,101,Comedy
High Tension,2003,6.8,R,91,Horror
Don 2,2011,7.1,Not Rated,148,"Action, Crime, Thriller"
Sunshine,2007,7.2,R,107,"Sci-Fi, Thriller"
Laurel Canyon,2002,6.4,R,103,Drama
Cabin Boy,1994,5.4,PG-13,80,"Adventure, Comedy, Romance"
Rules Don't Apply,2016,5.7,PG-13,127,"Comedy, Drama, Romance"
Requiem for a Dream,2000,8.3,R,102,Drama
Scouts Guide to the Zombie Apocalypse,2015,6.3,R,93,"Action, Comedy, Horror"
Stay,2005,6.8,R,99,"Drama, Mystery, Thriller"
Spare Parts,2015,7.3,PG-13,114,Drama
Table 19,2017,5.8,PG-13,87,"Comedy, Drama, Romance"
The Pest,1997,5.0,PG-13,84,Comedy
Night and the City,1950,7.9,Not Rated,96,"Crime, Film-Noir, Mystery"
Phoenix Forgotten,2017,5.3,PG-13,87,"Horror, Mystery, Sci-Fi"
Their Finest,2016,6.8,R,117,"Comedy, Drama, Romance"
The Trigger Effect,1996,5.7,R,94,"Drama, Thriller"
Calvary,2014,7.4,R,102,"Comedy, Drama"
We Are Your Friends,2015,6.2,R,96,"Drama, Music, Romance"
Dead Heat,1988,6.1,R,86,"Action, Comedy, Horror"
Wish I Was Here,2014,6.7,R,106,"Comedy, Drama"
Bagdad Cafe,1987,7.4,PG,95,"Comedy, Drama"
Elegy,2008,6.7,R,112,"Drama, Romance"
The Jane Austen Book Club,2007,6.8,PG-13,106,"Comedy, Drama, Romance"
The Runaways,2010,6.5,R,106,"Biography, Drama, Music"
Repo Man,1984,6.9,R,92,"Action, Comedy, Crime"
Fat Man and Little Boy,1989,6.5,PG-13,127,"Biography, Drama, History"
Cats Don't Dance,1997,6.9,G,75,"Animation, Comedy, Family"
Tom and Jerry: The Movie,1992,5.4,G,84,"Animation, Comedy, Family"
8 Heads in a Duffel Bag,1997,5.4,R,95,"Adventure, Comedy, Crime"
Major League: Back to the Minors,1998,4.6,PG-13,100,"Comedy, Sport"
Blood and Chocolate,2007,5.5,PG-13,98,"Drama, Fantasy, Horror"
The Brothers Bloom,2008,6.8,PG-13,114,"Action, Adventure, Comedy"
Free Willy 3: The Rescue,1997,4.7,PG,86,"Adventure, Drama, Family"
The Good Thief,2002,6.5,R,109,"Action, Crime, Drama"
Feast of Love,2007,6.6,R,97,"Drama, Romance"
The Big Blue,1988,7.6,PG,168,"Adventure, Drama, Sport"
The Wraith,1986,6.0,PG-13,93,"Action, Horror, Romance"
The Ballad of Cable Hogue,1970,7.2,R,121,"Comedy, Drama, Romance"
Happy-Go-Lucky,2008,7.0,R,118,"Comedy, Drama, Romance"
Mommy,2014,8.1,R,139,Drama
Phantom of the Opera,1943,6.4,Approved,92,"Drama, Horror, Music"
Jeffrey,1995,6.8,R,92,"Comedy, Drama"
The Beach Bum,2019,5.5,R,95,Comedy
Foreign Correspondent,1940,7.5,Passed,120,"Action, Romance, Thriller"
Heaven's Gate,1980,6.8,R,219,"Adventure, Drama, Western"
Disobedience,2017,6.6,R,114,"Drama, Romance"
Talk Radio,1988,7.3,R,110,Drama
What If,2013,6.8,PG-13,98,"Comedy, Romance"
First Reformed,2017,7.1,R,113,"Drama, Mystery, Thriller"
The To Do List,2013,5.8,R,104,"Comedy, Romance"
Learning to Drive,2014,6.4,R,90,"Comedy, Drama, Romance"
"Juliet, Naked",2018,6.6,R,97,"Comedy, Drama, Music"
Miss Sloane,2016,7.5,R,132,"Drama, Thriller"
The Ultimate Gift,2006,7.3,PG,114,"Drama, Family, Romance"
Bad Samaritan,2018,6.4,R,110,"Crime, Horror, Thriller"
The Barbarian Invasions,2003,7.6,R,99,"Comedy, Crime, Drama"
Malena,2000,7.5,R,108,"Comedy, Drama, Romance"
The Andromeda Strain,1971,7.2,G,131,"Mystery, Sci-Fi, Thriller"
Metallica Through the Never,2013,7.2,R,93,Music
Like Crazy,2011,6.7,PG-13,86,"Drama, Romance"
The Grand Seduction,2013,7.0,PG-13,113,Comedy
Indignation,2016,6.7,R,110,"Drama, Romance"
Fireflies in the Garden,2008,6.5,R,120,Drama
The MatchMaker,1997,6.5,R,97,"Comedy, Romance"
Everybody Wants Some!!,2016,6.9,R,117,Comedy
Near Dark,1987,7.0,R,94,"Action, Crime, Drama"
Blue Sky,1994,6.4,PG-13,101,"Drama, Romance"
Maggie's Plan,2015,6.2,R,98,"Comedy, Drama, Romance"
Emperor,2012,6.5,PG-13,105,"Drama, History, War"
Venus,2006,7.1,R,95,"Comedy, Drama, Romance"
Harsh Times,2005,6.9,R,116,"Action, Crime, Drama"
Atlas Shrugged II: The Strike,2012,5.4,PG-13,111,"Drama, Mystery, Sci-Fi"
Wings of Desire,1987,8.0,PG-13,128,"Drama, Fantasy, Romance"
What We Do in the Shadows,2014,7.7,R,86,"Comedy, Horror"
Robot & Frank,2012,7.1,PG-13,89,"Comedy, Crime, Drama"
Veronica Mars: The Movie,2014,6.8,PG-13,107,"Crime, Drama, Mystery"
Ghost Dog: The Way of the Samurai,1999,7.5,R,116,"Action, Crime, Drama"
Stand Up Guys,2012,6.5,R,95,"Comedy, Crime, Thriller"
Avanti!,1972,7.2,R,144,"Comedy, Romance"
The Private Life of Sherlock Holmes,1970,7.1,PG-13,125,"Adventure, Comedy, Crime"
Art School Confidential,2006,6.3,R,102,"Comedy, Drama, Romance"
Pootie Tang,2001,5.3,PG-13,81,"Action, Adventure, Comedy"
Thirteen Conversations About One Thing,2001,7.0,R,104,Drama
Things We Lost in the Fire,2007,7.2,R,118,Drama
Romeo Is Bleeding,1993,6.6,R,110,"Crime, Drama, Romance"
Kabhi Alvida Naa Kehna,2006,6.1,R,193,"Drama, Romance"
Only the Strong,1993,6.7,PG-13,99,"Action, Drama"
13 Ghosts,1960,6.1,Not Rated,85,Horror
The Hunchback of Notre Dame,1939,7.8,Passed,117,"Drama, Romance"
All Quiet on the Western Front,1930,8.0,Passed,152,"Drama, War"
The Fifth Estate,2013,6.2,R,128,"Biography, Crime, Drama"
The Sweet Hereafter,1997,7.5,R,112,Drama
You Will Meet a Tall Dark Stranger,2010,6.3,R,98,"Comedy, Drama, Romance"
Sing Street,2016,7.9,PG-13,106,"Comedy, Drama, Music"
The Leisure Seeker,2017,6.7,R,112,"Adventure, Comedy, Drama"
Barfly,1987,7.2,R,100,"Comedy, Drama, Romance"
Green Room,2015,7.0,R,95,"Horror, Music, Thriller"
Pi,1998,7.4,R,84,"Drama, Horror, Mystery"
The Cat's Meow,2001,6.3,PG-13,114,"Drama, Romance"
Another Year,2010,7.3,PG-13,129,"Comedy, Drama"
Anything Else,2003,6.3,R,108,"Comedy, Romance"
Vertigo,1958,8.3,PG,128,"Mystery, Romance, Thriller"
The Limey,1999,7.0,R,89,"Crime, Drama, Mystery"
7 Days in Entebbe,2018,5.8,PG-13,107,"Action, Drama, History"
Resurrecting the Champ,2007,6.7,PG-13,112,"Drama, Sport"
Il y a longtemps que je t'aime,2008,7.6,PG-13,117,Drama
House of Usher,1960,7.0,Not Rated,79,"Drama, Horror"
Our Kind of Traitor,2016,6.2,R,108,"Crime, Drama, Thriller"
Clerks,1994,7.7,R,92,Comedy
The Big Kahuna,1999,6.6,R,90,"Drama, Comedy"
Two Lovers,2008,7.0,R,110,"Drama, Romance"
The Sisters Brothers,2018,7.0,R,122,"Crime, Drama, Western"
Mean Streets,1973,7.3,R,112,"Crime, Drama, Thriller"
Maurice,1987,7.7,R,140,"Drama, Romance"
Rosewater,2014,6.6,R,103,"Biography, Drama"
Obvious Child,2014,6.8,R,84,"Comedy, Drama, Romance"
Night of the Demons,1988,6.2,R,90,"Comedy, Fantasy, Horror"
K2,1991,6.2,R,104,"Adventure, Drama, Sport"
Feeling Minnesota,1996,5.4,R,99,"Comedy, Crime, Drama"
Soul Survivors,2001,3.9,PG-13,84,"Horror, Mystery, Thriller"
The Last House on the Left,1972,6.0,R,84,"Horror, Thriller"
The Legend of Billie Jean,1985,6.7,PG-13,96,"Action, Drama"
Celeste & Jesse Forever,2012,6.6,R,92,"Comedy, Drama, Romance"
The Ex,2006,5.5,PG-13,89,"Comedy, Romance"
"Synecdoche, New York",2008,7.6,R,124,"Comedy, Drama"
8 femmes,2002,7.1,R,111,"Comedy, Crime, Musical"
Chloe,2009,6.3,R,96,"Drama, Mystery, Romance"
Blindness,2008,6.6,R,121,"Drama, Mystery, Sci-Fi"
Jawbreaker,1999,5.7,R,87,"Comedy, Crime, Thriller"
The Band's Visit,2007,7.5,PG-13,87,"Comedy, Drama, Music"
Waterloo,1970,7.3,G,123,"Action, Biography, Drama"
Pygmalion,1938,7.8,Not Rated,89,"Comedy, Drama, Romance"
Heavenly Creatures,1994,7.3,R,99,"Biography, Crime, Drama"
Paid in Full,2002,7.1,R,97,"Action, Crime, Drama"
The House of Mirth,2000,7.0,PG,135,"Romance, Drama"
China Moon,1994,6.3,R,99,"Crime, Drama, Mystery"
The Guru,2002,5.3,R,94,"Comedy, Music, Romance"
Melancholia,2011,7.2,R,135,"Drama, Sci-Fi"
Hedwig and the Angry Inch,2001,7.7,R,95,"Comedy, Drama, Music"
Ingrid Goes West,2017,6.6,R,98,"Comedy, Drama"
Colossal,2016,6.2,R,109,"Comedy, Drama, Fantasy"
From Prada to Nada,2011,5.5,PG-13,107,"Comedy, Drama, Romance"
Albert Nobbs,2011,6.7,R,113,"Drama, Romance"
The Sicilian Clan,1969,7.4,GP,122,"Crime, Drama"
The Fly,1958,7.1,Not Rated,94,"Drama, Horror, Sci-Fi"
Forbidden Planet,1956,7.6,G,98,"Action, Adventure, Sci-Fi"
The End of the Tour,2015,7.3,R,106,"Biography, Drama"
The Last Days of Disco,1998,6.7,R,113,"Comedy, Drama, Music"
The Other Side of the Door,2016,5.3,R,96,Horror
Fright Night Part 2,1988,5.9,R,104,"Comedy, Horror, Thriller"
Rock the Kasbah,2015,5.5,R,106,"Comedy, Music, War"
Martha Marcy May Marlene,2011,6.9,R,102,"Drama, Mystery, Thriller"
Miss Potter,2006,6.9,PG,88,"Biography, Drama"
Homicide,1991,7.0,R,102,"Crime, Drama, Thriller"
Before I Go to Sleep,2014,6.3,R,92,"Drama, Horror, Mystery"
In a World...,2013,6.7,R,93,Comedy
Basquiat,1996,6.9,R,107,"Biography, Drama"
Anthropoid,2016,7.2,R,120,"Action, Biography, Drama"
Metropolitan,1990,7.4,PG-13,98,"Comedy, Drama, Romance"
Choke,2008,6.4,R,92,"Comedy, Drama"
Waiting for Guffman,1996,7.5,R,84,Comedy
Crimes of Passion,1984,6.4,R,107,"Drama, Romance, Thriller"
Tsotsi,2005,7.2,R,94,"Crime, Drama"
Kabhi Khushi Kabhie Gham...,2001,7.4,Not Rated,210,"Drama, Musical, Romance"
Cradle Will Rock,1999,6.8,R,132,Drama
Waking Life,2001,7.8,R,99,"Animation, Drama, Fantasy"
Tadpole,2002,6.1,PG-13,78,"Comedy, Drama, Romance"
Shallow Grave,1994,7.3,R,89,"Crime, Thriller"
The Trip to Italy,2014,6.6,Not Rated,108,"Comedy, Drama"
The Hudsucker Proxy,1994,7.2,PG,111,"Comedy, Drama, Fantasy"
American Animals,2018,7.0,R,116,"Biography, Crime, Drama"
In the Company of Men,1997,7.2,R,97,"Comedy, Drama"
The Man in the Moon,1991,7.4,PG-13,99,"Drama, Romance"
Airborne,1993,6.3,PG,91,"Adventure, Comedy, Sport"
eXistenZ,1999,6.8,R,97,"Horror, Sci-Fi, Thriller"
Running on Empty,1988,7.7,PG-13,116,"Crime, Drama, Music"
Reservoir Dogs,1992,8.3,R,99,"Crime, Drama, Thriller"
Thoroughbreds,2017,6.7,R,92,"Crime, Drama, Thriller"
The Power of One,1992,7.2,PG-13,127,"Drama, Sport"
Sid and Nancy,1986,7.0,R,112,"Biography, Drama, Music"
Newsies,1992,7.0,PG,121,"Drama, Family, History"
Return to the Blue Lagoon,1991,5.2,PG-13,102,"Adventure, Drama, Romance"
Happiness,1998,7.7,Unrated,134,"Comedy, Drama"
Kirk Cameron's Saving Christmas,2014,1.4,PG,79,"Comedy, Family"
Bugsy Malone,1976,6.9,G,93,"Comedy, Crime, Family"
How to Lose Friends & Alienate People,2008,6.4,R,110,"Biography, Comedy, Drama"
Gleaming the Cube,1989,6.3,PG-13,100,"Action, Drama, Mystery"
The Pyramid,2014,4.6,R,89,"Action, Adventure, Horror"
Desperate Hours,1990,5.4,R,105,"Action, Crime, Drama"
Shadows and Fog,1991,6.7,PG-13,85,Comedy
King Kong vs. Godzilla,1962,5.9,Not Rated,91,"Action, Adventure, Fantasy"
Wolf Warrior 2,2017,6.0,Not Rated,123,"Action, Drama, Thriller"
The Good Lie,2014,7.4,PG-13,110,"Biography, Drama"
Walk on Water,2004,7.3,R,103,"Drama, Mystery, Thriller"
Everything Must Go,2010,6.4,R,97,Drama
Chéri,2009,6.2,R,86,"Comedy, Drama, Romance"
The History Boys,2006,6.8,R,109,"Comedy, Drama, Romance"
Talaash,2012,7.2,Not Rated,140,"Crime, Drama, Mystery"
The Way Back,2010,7.3,PG-13,133,"Adventure, Drama, History"
The Blue Dahlia,1946,7.2,Not Rated,96,"Crime, Film-Noir, Mystery"
Youth,2015,7.3,R,124,"Comedy, Drama, Music"
Half Nelson,2006,7.2,R,106,Drama
Grand Hotel,1932,7.4,Not Rated,112,"Drama, Romance"
Blind Fury,1989,6.4,R,86,"Action, Comedy, Crime"
Prom Night II,1987,5.7,R,97,"Horror, Thriller"
Ip Man 3,2015,7.1,PG-13,105,"Action, Biography, Drama"
Junebug,2005,6.9,R,106,"Comedy, Drama"
My Cousin Rachel,2017,6.0,PG-13,106,"Drama, Mystery, Romance"
The Scout,1994,5.4,PG-13,101,"Comedy, Drama, Sport"
Everybody Knows,2018,6.9,R,133,"Crime, Drama, Mystery"
Beyond the Valley of the Dolls,1970,6.2,NC-17,109,"Comedy, Drama, Music"
Easy Virtue,2008,6.7,PG-13,97,"Comedy, Romance"
Kids in the Hall: Brain Candy,1996,6.9,R,89,Comedy
Miracle on 34th Street,1947,7.9,Not Rated,96,"Comedy, Drama, Family"
Chi-Raq,2015,5.7,R,127,"Comedy, Crime, Drama"
The Mighty,1998,7.3,PG-13,100,"Comedy, Drama"
Dhoom 2,2006,6.5,Not Rated,152,"Action, Thriller"
Captivity,2007,4.7,R,96,"Crime, Drama, Horror"
Saaho,2019,5.2,Not Rated,170,"Action, Thriller"
The Raid 2,2014,8.0,R,150,"Action, Crime, Thriller"
One Night Stand,1997,5.8,R,102,"Drama, Romance"
The Haunting,1963,7.5,G,112,Horror
The Haunted Palace,1963,6.8,Not Rated,87,Horror
The Innocents,1961,7.8,Not Rated,100,Horror
Miles Ahead,2015,6.4,R,100,"Biography, Drama, Music"
Under the Skin,2013,6.3,R,108,"Drama, Horror, Sci-Fi"
Richard III,1995,7.4,R,110,"Drama, Sci-Fi, War"
Girl in Progress,2012,5.6,PG-13,93,"Comedy, Drama"
The Admiral: Roaring Currents,2014,7.1,Not Rated,128,"Action, Drama, History"
House of Games,1987,7.3,R,102,"Crime, Thriller"
The Cure,1995,7.7,PG-13,97,Drama
Brassed Off,1996,7.1,R,108,"Comedy, Drama, Romance"
Captive,2015,5.4,PG-13,97,"Action, Crime, Drama"
King of New York,1990,7.0,R,103,"Crime, Thriller"
Carnage,2011,7.2,R,80,"Comedy, Drama"
Bang Bang,2014,5.5,PG-13,153,"Action, Adventure, Comedy"
True Stories,1986,7.2,PG,89,"Musical, Comedy"
Truth,2015,6.8,R,125,"Biography, Drama, History"
Naked Lunch,1991,7.1,R,115,Drama
Ruby Sparks,2012,7.2,R,104,"Comedy, Drama, Fantasy"
The Dreamers,2003,7.2,NC-17,115,"Drama, Romance"
Pieces of April,2003,7.0,PG-13,80,"Comedy, Drama"
You Were Never Really Here,2017,6.8,R,89,"Crime, Drama, Mystery"
Ra.One,2011,4.6,Not Rated,156,"Action, Adventure, Sci-Fi"
Frozen River,2008,7.1,R,97,"Crime, Drama"
Full Frontal,2002,4.7,R,101,"Comedy, Romance"
Career Girls,1997,7.1,R,83,"Comedy, Drama"
Red Rock West,1993,7.0,R,98,"Crime, Drama, Thriller"
The King of Comedy,1982,7.8,PG,109,"Comedy, Crime, Drama"
Rumble Fish,1983,7.2,R,94,"Crime, Drama, Romance"
"Silent Night, Deadly Night",1984,5.9,R,79,"Horror, Thriller"
The Stepfather,1987,6.8,R,89,"Horror, Thriller"
The Lost City,2005,6.6,R,144,"Drama, Romance"
My One and Only,2009,6.5,PG-13,108,"Adventure, Biography, Comedy"
Suspiria,2018,6.8,R,152,"Fantasy, Horror, Mystery"
LBJ,2016,6.5,R,98,"Biography, Drama, History"
Mistress America,2015,6.7,R,84,"Comedy, Drama"
Foxy Brown,1974,6.5,R,92,"Action, Crime, Thriller"
Class of 1999,1990,5.9,R,99,"Action, Horror, Sci-Fi"
My Beautiful Laundrette,1985,6.8,R,97,"Comedy, Drama, Romance"
Kill the Messenger,2014,6.9,R,112,"Biography, Crime, Drama"
The Sapphires,2012,7.0,PG-13,103,"Biography, Comedy, Drama"
The Hand,1981,5.5,R,104,"Drama, Horror, Thriller"
THX 1138,1971,6.7,R,86,"Drama, Sci-Fi, Thriller"
Pawn Sacrifice,2014,7.0,PG-13,115,"Biography, Drama, Sport"
Stranger Than Paradise,1984,7.5,R,89,"Comedy, Drama"
Never Let Me Go,2010,7.1,R,103,"Drama, Romance, Sci-Fi"
The Homesman,2014,6.6,R,122,"Drama, Western"
You Kill Me,2007,6.5,R,93,"Comedy, Crime, Romance"
Tulip Fever,2017,6.2,R,105,"Drama, History, Romance"
The Basketball Diaries,1995,7.3,R,102,"Biography, Crime, Drama"
The Rider,2017,7.4,R,104,"Drama, Western"
The Stupids,1996,4.3,PG,94,"Adventure, Comedy"
Flirting,1991,7.2,R,99,"Drama, Romance"
The Disappointments Room,2016,3.9,R,85,"Drama, Horror, Thriller"
The Art of Self-Defense,2019,6.7,R,104,"Action, Comedy, Crime"
Arctic,2018,6.8,PG-13,98,"Adventure, Drama"
Lawnmower Man 2: Beyond Cyberspace,1996,2.5,PG-13,93,"Action, Sci-Fi, Thriller"
BloodRayne,2005,2.9,R,95,"Action, Adventure, Fantasy"
Sidewalks of New York,2001,6.4,R,108,"Comedy, Romance"
The Salesman,2016,7.8,PG-13,124,"Drama, Thriller"
T2 Trainspotting,2017,7.2,R,117,Drama
Pokémon the Movie: I Choose You!,2017,6.3,PG,98,"Animation, Action, Adventure"
The Evil Dead,1981,7.5,NC-17,85,Horror
Kalifornia,1993,6.7,R,117,"Crime, Drama, Thriller"
Backbeat,1994,6.6,R,100,"Biography, Drama, Music"
Hearts Beat Loud,2018,6.9,PG-13,97,"Comedy, Drama, Music"
In the Loop,2009,7.4,Not Rated,106,Comedy
The Dancer Upstairs,2002,6.9,R,132,"Crime, Drama, Thriller"
Buffalo '66,1998,7.5,R,110,"Comedy, Drama, Romance"
Ek Tha Tiger,2012,5.5,Not Rated,132,"Action, Romance, Thriller"
At Close Range,1986,7.0,R,111,"Crime, Drama"
Redbelt,2008,6.7,R,99,"Drama, Sport"
Double Dragon,1994,3.8,PG-13,96,"Action, Adventure, Comedy"
She's the Man,2006,6.3,PG-13,105,"Comedy, Romance, Sport"
Layer Cake,2004,7.3,R,105,"Action, Crime, Drama"
Papillon,2017,7.2,R,133,"Adventure, Biography, Crime"
Bucky Larson: Born to Be a Star,2011,3.2,R,97,Comedy
Last Orders,2001,6.9,R,109,Drama
Trance,2013,6.9,R,101,"Crime, Drama, Mystery"
White Hunter Black Heart,1990,6.6,PG,112,"Adventure, Drama"
Merry Christmas Mr. Lawrence,1983,7.3,R,123,"Drama, War"
"Play It Again, Sam",1972,7.6,PG,85,"Comedy, Romance"
42nd Street,1933,7.4,Passed,89,"Comedy, Musical, Romance"
At Eternity's Gate,2018,6.9,PG-13,111,"Biography, Drama"
The Pillow Book,1996,6.7,Not Rated,126,Drama
The Killing of a Sacred Deer,2017,7.0,R,121,"Drama, Horror, Mystery"
Pecker,1998,6.3,R,87,"Comedy, Drama"
The Company,2003,6.3,PG-13,112,"Drama, Music, Romance"
The Fall,2006,7.9,R,117,"Adventure, Drama, Fantasy"
Noises Off...,1992,7.6,PG-13,101,Comedy
Collide,2016,5.7,PG-13,99,"Action, Crime, Thriller"
Adam,2009,7.2,PG-13,99,"Comedy, Drama, Romance"
Showdown in Little Tokyo,1991,6.1,R,79,"Action, Comedy, Crime"
The Women,1939,7.8,Not Rated,133,"Comedy, Drama"
The East,2013,6.8,PG-13,116,"Adventure, Drama, Thriller"
Sleepwalk with Me,2012,6.8,PG-13,81,Comedy
Leprechaun 2,1994,4.6,R,85,"Comedy, Fantasy, Horror"
The Dish,2000,7.1,PG-13,101,"Comedy, Drama, History"
Love Is Strange,2014,6.7,R,94,"Drama, Romance"
My All-American,2015,7.2,PG,118,"Biography, Drama, Sport"
The Objective,2008,5.5,Not Rated,90,"Horror, Sci-Fi, Thriller"
Touch of Evil,1958,8.0,PG-13,95,"Crime, Drama, Film-Noir"
Jeepers Creepers III,2017,3.9,Not Rated,100,"Action, Horror, Mystery"
L'illusionniste,2010,7.5,PG,80,"Animation, Drama, Family"
Rabbit Hole,2010,7.0,PG-13,91,Drama
Le Week-end,2013,6.3,R,93,"Comedy, Drama, Romance"
Perfume: The Story of a Murderer,2006,7.5,R,147,"Crime, Drama"
Smilla's Sense of Snow,1997,6.4,R,121,"Crime, Drama, Mystery"
Shattered Glass,2003,7.1,PG-13,94,"Drama, History"
But I'm a Cheerleader,1999,6.6,R,85,"Comedy, Drama, Romance"
Transsiberian,2008,6.7,R,111,"Crime, Drama, Mystery"
The Host,2006,7.1,R,120,"Action, Drama, Horror"
Once Were Warriors,1994,7.9,R,102,"Crime, Drama"
Blue Is the Warmest Colour,2013,7.7,NC-17,180,"Drama, Romance"
Oldboy,2013,5.7,R,104,"Action, Drama, Mystery"
