Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
A Man for All Seasons,1966,Fred Zinnemann,"Dec 12, 1966",3900000,28350000,28350000
The Shawshank Redemption,1994,Frank Darabont,"Sep 23, 1994",25000000,28241469,28417060
After the Sunset,2004,Brett Ratner,"Nov 12, 2004",57000000,28328132,38329114
Taxi Driver,1976,Martin Scorsese,"Feb 8, 1976",1900000,28262574,28316211
Doom,2005,Andrzej Bartkowiak,"Oct 21, 2005",70000000,28212337,58757178
"20,000 Leagues Under the Sea",1954,Richard Fleischer,"Dec 23, 1954",5000000,28200000,28200000
The Ant Bully,2006,John A. Davis,"Jul 28, 2006",45000000,28142535,49610898
Abduction,2011,John Singleton,"Sep 23, 2011",35000000,28087155,86648359
Johnny English,2003,Peter Howitt,"Apr 11, 2003",45000000,28013509,161735791
Happy Death Day 2U,2019,Christopher Landon,"Feb 13, 2019",9000000,28148130,64686515
Grosse Pointe Blank,1997,George Armitage,"Apr 11, 1997",15000000,28084357,31070412
Loaded Weapon 1,1993,Gene Quintano,"Feb 5, 1993",13000000,27979399,27979399
Menace II Society,1993,Allen Hughes,"May 26, 1993",3500000,27731527,27731527
Menace II Society,1993,Albert Hughes,"May 26, 1993",3500000,27731527,27731527
Beastly,2011,Daniel Barnz,"Mar 4, 2011",17000000,27865571,38028230
Moonlight,2016,Barry Jenkins,"Oct 21, 2016",1500000,27854931,65245512
Crank,2006,Brian Taylor,"Sep 1, 2006",12000000,27838408,43924923
Crank,2006,Mark Neveldine,"Sep 1, 2006",12000000,27838408,43924923
The Majestic,2001,Frank Darabont,"Dec 21, 2001",72000000,27796042,37306334
Logan Lucky,2017,Steven Soderbergh,"Aug 18, 2017",29000000,27778642,44264271
Rings,2017,F. Javier Gutiérrez,"Feb 3, 2017",25000000,27793018,82917283
The Switch,2010,Will Speck,"Aug 20, 2010",19000000,27758465,49858465
The Switch,2010,Josh Gordon,"Aug 20, 2010",19000000,27758465,49858465
Sinister 2,2015,Ciarán Foy,"Aug 19, 2015",10000000,27740955,54104225
Saw VI,2009,Kevin Greutert,"Oct 23, 2009",11000000,27693292,69752402
Hannibal Rising,2007,Peter Webber,"Feb 9, 2007",50000000,27669725,80583311
The Island of Dr. Moreau,1996,Richard Stanley,"Aug 23, 1996",40000000,27682712,27682712
The Island of Dr. Moreau,1996,John Frankenheimer,"Aug 23, 1996",40000000,27682712,27682712
The Finest Hours,2016,Craig Gillespie,"Jan 27, 2016",70000000,27569558,49252761
Do the Right Thing,1989,Spike Lee,"Jun 30, 1989",6000000,26004026,26051619
Poetic Justice,1993,John Singleton,"Jul 23, 1993",14000000,27450453,27450453
Friday,1995,F. Gary Gray,"Apr 26, 1995",3500000,27467564,27936778
Florence Foster Jenkins,2016,Stephen Frears,"Apr 29, 2016",29000000,27383770,56000339
The Last Witch Hunter,2015,Breck Eisner,"Oct 21, 2015",80000000,27367660,130818912
Brown Sugar,2002,Rick Famuyiwa,"Oct 11, 2002",8000000,27362712,28315272
Someone Like You,2001,Tony Goldwyn,"Mar 30, 2001",23000000,27338033,38684906
Midsommar,2019,Ari Aster,"Jul 3, 2019",9000000,27426363,46843430
Dallas Buyers Club,2013,Jean-Marc Vallée,"Nov 1, 2013",5000000,27298285,60611845
No Escape,2015,John Erick Dowdle,"Aug 26, 2015",5000000,27288872,42844516
The Muppet Christmas Carol,1992,Brian Henson,"Dec 11, 1992",12000000,27281507,27722446
High Fidelity,2000,Stephen Frears,"Mar 31, 2000",20000000,27277055,47881663
A Passage to India,1984,David Lean,"Dec 14, 1984",27500000,27187653,27187653
Baby Geniuses,1999,Bob Clark,"Mar 12, 1999",13000000,27151490,27151490
Cloud Atlas,2012,Lilly Wachowski,"Oct 26, 2012",102000000,27108272,130673154
Cloud Atlas,2012,Lana Wachowski,"Oct 26, 2012",102000000,27108272,130673154
Cloud Atlas,2012,Tom Tykwer,"Oct 26, 2012",102000000,27108272,130673154
Fast Times at Ridgemont High,1982,Amy Heckerling,"Aug 13, 1982",4500000,27092880,27092880
Joe Dirt,2001,Dennie Gordon,"Apr 11, 2001",16000000,27087695,30987695
The Musketeer,2001,Peter Hyams,"Sep 7, 2001",40000000,27053815,27053815
The Story of Us,1999,Rob Reiner,"Oct 15, 1999",50000000,27100030,27100030
The Big Hit,1998,Kirk Wong,"Apr 24, 1998",13000000,27066941,27066941
Home Again,2017,Hallie Meyers-Shyer,"Sep 8, 2017",15000000,27020284,37336874
Rush,2013,Ron Howard,"Sep 20, 2013",38000000,26947624,98230839
The Women,2008,Diane English,"Sep 12, 2008",16000000,26902075,50103808
The Missing,2003,Ron Howard,"Nov 26, 2003",65000000,26900336,38253433
One Missed Call,2008,Eric Valette,"Jan 4, 2008",20000000,26890041,44513466
Stick It,2006,Jessica Bendinger,"Apr 28, 2006",20000000,26910736,30399714
Hell or High Water,2016,David Mackenzie,"Aug 12, 2016",12000000,27007844,37584304
Elizabethtown,2005,Cameron Crowe,"Oct 14, 2005",54000000,26850426,50719373
Resident Evil: The Final Chapter,2016,Paul W.S. Anderson,"Dec 23, 2016",40000000,26844692,314101190
Glory,1989,Edward Zwick,"Dec 13, 1989",18000000,26828365,26828365
Ricki and the Flash,2015,Jonathan Demme,"Aug 7, 2015",18000000,26839498,41166033
The Other Boleyn Girl,2008,Justin Chadwick,"Feb 29, 2008",40000000,26814957,78269970
Zombieland: Double Tap,2019,Ruben Fleischer,"Oct 9, 2019",48000000,73118130,122266018
Eye for an Eye,1996,John Schlesinger,"Jan 12, 1996",20000000,26792700,26792700
Garden State,2004,Zach Braff,"Jul 28, 2004",2500000,26782316,36028802
The Best of Me,2014,Michael Hoffman,"Oct 17, 2014",26000000,26766213,41059418
Ready or Not,2019,Tyler Gillett,"Aug 21, 2019",6000000,28714231,56797392
Ready or Not,2019,Matt Bettinelli-Olpin,"Aug 21, 2019",6000000,28714231,56797392
Winnie the Pooh,2011,Don Hall,"Apr 15, 2011",30000000,26692846,50145607
Winnie the Pooh,2011,Stephen J. Anderson,"Apr 15, 2011",30000000,26692846,50145607
Event Horizon,1997,Paul W.S. Anderson,"Aug 15, 1997",60000000,26673242,26673242
Superhero Movie,2008,Craig Mazin,"Mar 28, 2008",35000000,26638520,73026302
The Host,2013,Andrew Niccol,"Mar 22, 2013",50000000,26623701,64477051
Machete,2010,Robert Rodriguez,"Sep 3, 2010",12500000,26593646,46370970
Machete,2010,Ethan Maniquis,"Sep 3, 2010",12500000,26593646,46370970
The Forest,2016,Jason Zada,"Jan 7, 2016",10000000,26594261,40749230
Harriet the Spy,1996,Bronwen Hughes,"Jul 10, 1996",13000000,26570048,26570048
Basic,2003,John McTiernan,"Mar 28, 2003",50000000,26599248,42598498
Bulworth,1998,Warren Beatty,"May 15, 1998",30000000,26528684,29203383
Blast from the Past,1999,Hugh Wilson,"Feb 12, 1999",35000000,26613620,26613620
Sinbad: Legend of the Seven Seas,2003,Tim Johnson,"Jul 2, 2003",60000000,26483452,80767884
Sinbad: Legend of the Seven Seas,2003,Patrick Gilmore,"Jul 2, 2003",60000000,26483452,80767884
Run All Night,2015,Jaume Collet-Serra,"Mar 11, 2015",50000000,26461644,66961644
Book of Shadows: Blair Witch 2,2000,Joe Berlinger,"Oct 27, 2000",15000000,26421314,47721314
Street Kings,2008,David Ayer,"Apr 11, 2008",20000000,26418667,65457811
One for the Money,2012,Julie Anne Robinson,"Jan 27, 2012",42000000,26414527,36197221
Ben-Hur,2016,Timur Bekmambetov,"Jun 30, 2016",95000000,26410477,91669648
Boogie Nights,1997,Paul Thomas Anderson,"Oct 10, 1997",15000000,26410771,43111725
A Walk Among the Tombstones,2014,Scott Frank,"Sep 19, 2014",28000000,26017685,62108587
Love the Coopers,2015,Jessie Nelson,"Nov 12, 2015",18000000,26302731,44263413
Dumb and Dumberer: When Harry Met Lloyd,2003,Troy Miller,"Jun 13, 2003",30000000,26214846,28986358
The Wrestler,2008,Darren Aronofsky,"Dec 17, 2008",6000000,26238243,46634275
Blood Work,2002,Clint Eastwood,"Aug 9, 2002",50000000,26199517,26199517
A Man Apart,2003,F. Gary Gray,"Apr 4, 2003",36000000,26500000,43797731
Ramona and Beezus,2010,Elizabeth Allen Rosenbaum,"Jul 23, 2010",15000000,26167002,27469621
That Awkward Moment,2014,Tom Gormican,"Jan 31, 2014",8000000,26068955,53068955
Searching,2018,Aneesh Chaganty,"Aug 23, 2018",880000,26015149,76090613
The World's End,2013,Edgar Wright,"Aug 23, 2013",20000000,26004851,47508505
Howards End,1992,James Ivory,"Mar 13, 1992",8000000,26124872,26317849
The Cotton Club,1984,Francis Ford Coppola,"Dec 14, 1984",48000000,25928721,25928721
Shutter,2008,Masayuki Ochiai,"Mar 21, 2008",8000000,25928550,47782426
Leap Year,2010,Anand Tucker,"Jan 8, 2010",19000000,25918920,32618920
Alex Cross,2012,Rob Cohen,"Oct 17, 2012",35000000,25888412,35426759
Frida,2002,Julie Taymor,"Oct 25, 2002",12000000,25885000,56131239
Shadowlands,1993,Richard Attenborough,"Dec 29, 1993",22000000,25842377,25842377
That Thing You Do!,1996,Tom Hanks,"Oct 4, 1996",2500000,25857416,34557416
The Lazarus Effect,2015,David Gelb,"Feb 26, 2015",5000000,25801570,38359310
The Last Dragon,1985,Michael Schultz,"Mar 22, 1985",10000000,33000000,33000000
From Dusk Till Dawn,1996,Robert Rodriguez,"Jan 19, 1996",20000000,25728961,25732986
You Again,2010,Andy Fickman,"Sep 24, 2010",20000000,25702053,32838945
Crocodile Dundee in Los Angeles,2001,Simon Wincer,"Apr 20, 2001",25000000,25590119,39393111
Desperado,1995,Robert Rodriguez,"Aug 25, 1995",7000000,25532388,25532388
Dance Flick,2009,Damien Dante Wayans,"May 22, 2009",25000000,25794018,32224624
Nancy Drew,2007,Andrew Fleming,"Jun 15, 2007",20000000,25584685,30703845
The Outsiders,1983,Francis Ford Coppola,"Mar 25, 1983",10000000,25697647,25697647
The Mist,2007,Frank Darabont,"Nov 21, 2007",13000000,25593755,57189408
Captain Corelli's Mandolin,2001,John Madden,"Aug 17, 2001",57000000,25528495,62097495
W.,2008,Oliver Stone,"Oct 17, 2008",25100000,25534493,28575778
Halloween II,1981,Rick Rosenthal,"Oct 30, 1981",2500000,25533818,25533818
Serenity,2005,Joss Whedon,"Sep 30, 2005",39000000,25514517,40319440
A Nightmare on Elm Street,1984,Wes Craven,"Nov 9, 1984",1800000,25504513,25504513
The Art of Racing in the Rain,2019,Simon Curtis,"Aug 9, 2019",18000000,26402818,30997027
All About the Benjamins,2002,Kevin Bray,"Mar 8, 2002",14000000,25482931,25873145
The House,2017,Andrew Jay Cohen,"Jun 30, 2017",40000000,25584504,31192425
Escape from L.A.,1996,John Carpenter,"Aug 9, 1996",50000000,25426861,25426861
Dark Water,2005,Walter Salles,"Jul 8, 2005",60000000,25473093,49473093
The Fourth Kind,2009,Olatunde Osunsanmi,"Nov 6, 2009",10000000,26218170,49486874
The International,2009,Tom Tykwer,"Feb 13, 2009",50000000,25450527,53850527
Boyhood,2014,Richard Linklater,"Jun 5, 2014",4000000,25379975,57273049
Can't Hardly Wait,1998,Deborah Kaplan,"Jun 12, 1998",10000000,25358996,25358996
Can't Hardly Wait,1998,Harry Elfont,"Jun 12, 1998",10000000,25358996,25358996
The Transporter,2002,Corey Yuen,"Oct 11, 2002",21000000,25296447,43928932
The Transporter,2002,Louis Leterrier,"Oct 11, 2002",21000000,25296447,43928932
Sweet November,2001,Pat O'Connor,"Feb 16, 2001",40000000,25288103,65754228
Top Five,2014,Chris Rock,"Dec 12, 2014",12000000,25317379,26001741
Jersey Girl,2004,Kevin Smith,"Mar 26, 2004",35000000,25266129,37066129
Escape from New York,1981,John Carpenter,"Jul 10, 1981",6000000,25244700,25245925
Aliens in the Attic,2009,John Schultz,"Jul 31, 2009",45000000,25200412,59551283
Twisted,2004,Philip Kaufman,"Feb 27, 2004",50000000,25195050,40119848
Nurse Betty,2000,Neil LaBute,"Sep 8, 2000",24000000,25170054,27732366
Escape Plan,2013,Mikael Håfström,"Oct 10, 2013",70000000,25135965,103735965
Killer Elite,2011,Gary McKendry,"Sep 23, 2011",70000000,25124986,65409046
The Reaping,2007,Stephen Hopkins,"Apr 5, 2007",40000000,25126214,62226214
All the Money in the World,2017,Ridley Scott,"Dec 25, 2017",50000000,25106325,56890649
Winchester,2018,Peter Spierig,"Feb 2, 2018",3500000,25091816,45960255
Winchester,2018,Michael Spierig,"Feb 2, 2018",3500000,25091816,45960255
Midnight in the Garden of Good and Evil,1997,Clint Eastwood,"Nov 21, 1997",35000000,25078937,25078937
Wyatt Earp,1994,Lawrence Kasdan,"Jun 24, 1994",63000000,25052000,25052000
The Wood,1999,Rick Famuyiwa,"Jul 16, 1999",6000000,25059640,25059640
Grindhouse,2007,Rob Zombie,"Apr 6, 2007",53000000,25031037,50187789
Grindhouse,2007,Edgar Wright,"Apr 6, 2007",53000000,25031037,50187789
Grindhouse,2007,Quentin Tarantino,"Apr 6, 2007",53000000,25031037,50187789
Grindhouse,2007,Eli Roth,"Apr 6, 2007",53000000,25031037,50187789
Grindhouse,2007,Robert Rodriguez,"Apr 6, 2007",53000000,25031037,50187789
In the Heart of the Sea,2015,Ron Howard,"Nov 26, 2015",100000000,25020758,89693309
Piranha 3D,2010,Alexandre Aja,"Aug 20, 2010",24000000,25003155,83660160
Logan's Run,1976,Michael Anderson,1976,7000000,25000000,25000000
The November Man,2014,Roger Donaldson,"Aug 27, 2014",15000000,25018119,34820335
Kingpin,1996,Peter Farrelly,"Jul 26, 1996",25000000,25023424,32223424
Kingpin,1996,Bobby Farrelly,"Jul 26, 1996",25000000,25023424,32223424
Catch-22,1970,Mike Nichols,"Jun 24, 1970",18000000,24911670,24911670
The Craft,1996,Andrew Fleming,"May 3, 1996",15000000,24769466,55669466
Never Back Down,2008,Jeff Wadlow,"Mar 14, 2008",21000000,24850922,39319801
Season of the Witch,2011,Dominic Sena,"Jan 7, 2011",40000000,24827228,91126600
Our Idiot Brother,2011,Jesse Peretz,"Aug 26, 2011",5000000,24814830,25861249
Gifted,2017,Marc Webb,"Apr 7, 2017",7000000,24801212,36964656
Waking Ned Devine,1998,Kirk Jones,"Nov 20, 1998",3000000,24793251,55193251
"Sex, Lies, and Videotape",1989,Steven Soderbergh,"Aug 4, 1989",1200000,24741667,36741667
The Sweetest Thing,2002,Roger Kumble,"Apr 12, 2002",43000000,24430272,63078756
Lottery Ticket,2010,Erik White,"Aug 20, 2010",17000000,24719879,24719879
Air Bud,1997,Charles Martin Smith,"Aug 1, 1997",3000000,24646936,27788649
On the Basis of Sex,2018,Mimi Leder,"Nov 23, 2018",20000000,24622687,38801294
Fargo,1996,Ethan Coen,"Mar 8, 1996",7000000,24567751,51204567
Fargo,1996,Joel Coen,"Mar 8, 1996",7000000,24567751,51204567
Don Jon,2013,Joseph Gordon-Levitt,"Sep 27, 2013",5500000,24477704,41268579
Sling Blade,1996,Billy Bob Thornton,"Nov 20, 1996",4833610,24475416,34175000
Downsizing,2017,Alexander Payne,"Dec 22, 2017",68000000,24449754,54462971
The Strangers: Prey at Night,2018,Johannes Roberts,"Mar 9, 2018",5000000,24431472,32144262
Elektra,2005,Rob Bowman,"Jan 14, 2005",65000000,24409722,56824633
15 Minutes,2001,John Herzfeld,"Mar 9, 2001",42000000,24375436,56331864
Sparkle,2012,Salim Akil,"Aug 17, 2012",10000000,24397469,24660323
Ice Princess,2005,Tim Fywell,"Mar 18, 2005",25000000,24381334,25732334
In the Heat of the Night,1967,Norman Jewison,"Aug 2, 1967",2000000,24379978,24407647
Arlington Road,1999,Mark Pellington,"Jul 9, 1999",21500000,24419219,24419219
Across the Universe,2007,Julie Taymor,"Sep 14, 2007",45000000,24343673,29367143
Renaissance Man,1994,Penny Marshall,"Jun 3, 1994",40000000,24172899,24172899
Hoffa,1992,Danny DeVito,"Dec 25, 1992",35000000,23365858,28391473
The Spy Next Door,2010,Brian Levant,"Jan 15, 2010",28000000,24307106,46752858
Hearts in Atlantis,2001,Scott Hicks,"Sep 28, 2001",31000000,24185781,30885781
Lord of War,2005,Andrew Niccol,"Sep 16, 2005",42000000,24149632,60437727
Tinker Tailor Soldier Spy,2011,Tomas Alfredson,"Dec 9, 2011",21000000,24149393,81452811
Clerks II,2006,Kevin Smith,"Jul 21, 2006",5000000,24148068,27342246
The Adventures of Huck Finn,1993,Stephen Sommers,"Apr 2, 1993",6500000,24103594,24103594
Virtuosity,1995,Brett Leonard,"Aug 4, 1995",30000000,23998226,23998226
Angel Eyes,2001,Luis Mandoki,"May 18, 2001",38000000,24044532,29544532
White Boy Rick,2018,Yann Demange,"Sep 14, 2018",30000000,24004833,25947983
Around the World in 80 Days,2004,Frank Coraci,"Jun 16, 2004",110000000,24004159,72004159
The Life Aquatic with Steve Zissou,2004,Wes Anderson,"Dec 10, 2004",50000000,24006726,34806726
Nine,2009,Rob Marshall,"Dec 18, 2009",80000000,19676965,56984219
Observe and Report,2009,Jody Hill,"Apr 10, 2009",18000000,24007324,27148898
Corky Romano,2001,Rob Pritts,"Oct 12, 2001",11000000,23978402,25116103
House of Wax,1953,André De Toth,"Apr 10, 1953",658000,23800000,23800000
The Best Years of Our Lives,1946,William Wyler,"Nov 21, 1946",2100000,23600000,23600000
Hot Fuzz,2007,Edgar Wright,"Apr 20, 2007",16000000,23618786,81742618
The Losers,2010,Sylvain White,"Apr 23, 2010",25000000,23591432,29863840
Hotel Rwanda,2004,Terry George,"Dec 22, 2004",17500000,23519128,36521223
Traitor,2008,Jeffrey Nachmanoff,"Aug 27, 2008",22000000,23530831,27882226
Endless Love,2014,Shana Feste,"Feb 14, 2014",20000000,23438250,34718173
Raging Bull,1980,Martin Scorsese,"Nov 14, 1980",18000000,23380203,23380203
Reindeer Games,2000,John Frankenheimer,"Feb 25, 2000",36000000,23360779,23360779
The Usual Suspects,1995,Bryan Singer,"Aug 16, 1995",6000000,23341568,34449356
The Avengers,1998,Jeremiah S. Chechik,"Aug 14, 1998",60000000,23385416,48585416
The Covenant,2006,Renny Harlin,"Sep 8, 2006",20000000,23364784,38164784
One True Thing,1998,Carl Franklin,"Sep 18, 1998",30000000,23337196,26708196
Faster,2010,George Tillman Jr.,"Nov 24, 2010",24000000,23240020,35792945
Agent Cody Banks 2: Destination London,2004,Kevin Allen,"Mar 12, 2004",26000000,23514247,28703083
Pompeii,2014,Paul W.S. Anderson,"Feb 21, 2014",80000000,23169033,108469033
Vicky Cristina Barcelona,2008,Woody Allen,"Aug 15, 2008",16000000,23216709,104504817
Monte Carlo,2011,Thomas Bezucha,"Jul 1, 2011",20000000,23186769,39686769
The Iron Giant,1999,Brad Bird,"Aug 4, 1999",50000000,23159305,31333917
Match Point,2005,Woody Allen,"Dec 28, 2005",15000000,23089926,87973835
Stay Alive,2006,William Brent Bell,"Mar 24, 2006",20000000,23086480,23187506
Sanctum,2011,Alister Grierson,"Feb 4, 2011",30000000,23209310,108957098
Whiskey Tango Foxtrot,2016,John Requa,"Mar 4, 2016",35000000,23083334,25350747
Whiskey Tango Foxtrot,2016,Glenn Ficarra,"Mar 4, 2016",35000000,23083334,25350747
Fighting,2009,Dito Montiel,"Apr 24, 2009",25000000,23091010,32831707
The Players Club,1998,Ice Cube,"Apr 8, 1998",5000000,23047939,23047939
Transcendence,2014,Wally Pfister,"Apr 18, 2014",100000000,23022309,103039258
Bulletproof Monk,2003,Paul Hunter,"Apr 16, 2003",52000000,23010607,26922492
The Long Riders,1980,Walter Hill,"May 16, 1980",10000000,15198912,15198912
The Remains of the Day,1993,James Ivory,"Nov 5, 1993",15000000,22954968,63954968
Love Happens,2009,Brandon Camp,"Sep 18, 2009",18000000,22965110,36133014
Ella Enchanted,2004,Tommy O'Haver,"Apr 9, 2004",35000000,22913677,22913677
Revolutionary Road,2008,Sam Mendes,"Dec 26, 2008",45000000,22951340,79604820
Rounders,1998,John Dahl,"Sep 11, 1998",12000000,22921898,22921898
Being John Malkovich,1999,Spike Jonze,"Oct 29, 1999",13000000,22858926,32382381
Beloved,1998,Jonathan Demme,"Oct 16, 1998",53000000,22852487,22852487
On Her Majesty's Secret Service,1969,Peter R. Hunt,"Dec 18, 1969",8000000,22800000,82000000
Joe Somebody,2001,John Pasquin,"Dec 21, 2001",38000000,22770864,24515990
The Gallows,2015,Chris Lofing,"Jul 9, 2015",100000,22764410,41656474
The Gallows,2015,Travis Cluff,"Jul 9, 2015",100000,22764410,41656474
The Juror,1996,Brian Gibson,"Feb 2, 1996",44000000,22730924,22730924
Titan A.E.,2000,Gary Goldman,"Jun 16, 2000",75000000,22751979,36751979
Titan A.E.,2000,Don Bluth,"Jun 16, 2000",75000000,22751979,36751979
Dickie Roberts: Former Child Star,2003,Sam Weisman,"Sep 5, 2003",17000000,22734486,23734486
Quest for Camelot,1998,Frederik Du Chau,"May 15, 1998",40000000,22772500,38172500
Booksmart,2019,Olivia Wilde,"May 24, 2019",6000000,22680962,24949812
Much Ado About Nothing,1993,Kenneth Branagh,"May 7, 1993",8000000,22549338,22549338
Babylon A.D.,2008,Mathieu Kassovitz,"Aug 29, 2008",45000000,22532572,70216497
My Super Ex-Girlfriend,2006,Ivan Reitman,"Jul 21, 2006",30000000,22530295,60772856
The Incredible Burt Wonderstone,2013,Don Scardino,"Mar 14, 2013",32000000,22537881,27392609
The Black Dahlia,2006,Brian De Palma,"Sep 15, 2006",60000000,22672813,49238525
Lucky Number Slevin,2006,Paul McGuigan,"Apr 7, 2006",27000000,22495466,55495466
War,2007,Philip G. Atwell,"Aug 24, 2007",25000000,22486409,40686409
Hitman: Agent 47,2015,Aleksander Bach,"Aug 19, 2015",35000000,22467450,82182803
Magnolia,1999,Paul Thomas Anderson,"Dec 17, 1999",37000000,22450975,48446802
Fame,2009,Kevin Tancharoen,"Sep 25, 2009",18000000,22455510,80227619
City by the Sea,2002,Michael Caton-Jones,"Sep 6, 2002",40000000,22433915,22505932
The Alamo,2004,John Lee Hancock,"Apr 9, 2004",92000000,22406362,23911362
The Bye Bye Man,2017,Stacy Title,"Jan 13, 2017",7400000,22395806,31187727
Stuber,2019,Michael Dowse,"Jul 11, 2019",16000000,22370452,29634769
At First Sight,1999,Irwin Winkler,"Jan 15, 1999",40000000,22365133,22365133
Project Almanac,2015,Dean Israelite,"Jan 30, 2015",12000000,22348241,32909437
My Fellow Americans,1996,Peter Segal,"Dec 20, 1996",21500000,22331846,22331846
Deuce Bigalow: European Gigolo,2005,Mike Bigelow,"Aug 12, 2005",22000000,22400154,45273464
Two Can Play That Game,2001,Mark Brown,"Sep 7, 2001",13000000,22235901,22391450
Emma,1996,Douglas McGrath,"Aug 2, 1996",5900000,22231658,37831658
Nowhere to Run,1993,Robert Harmon,"Jan 15, 1993",15000000,22189039,52189039
The Medallion,2003,Gordon Chan,"Aug 22, 2003",41000000,22108977,22108977
Rough Night,2017,Lucia Aniello,"Jun 14, 2017",20000000,22105643,46844357
Frankenstein,1994,Kenneth Branagh,"Nov 4, 1994",45000000,22006296,112006296
Billy Elliot,2000,Stephen Daldry,"Oct 13, 2000",5000000,21995263,109252972
Joy Ride,2001,John Dahl,"Oct 5, 2001",23000000,21973182,22204890
Hellboy,2019,Neil Marshall,"Apr 10, 2019",50000000,21903748,40786480
My Little Pony: The Movie,2017,Jayson Thiessen,"Oct 5, 2017",6500000,21885107,61294644
A Lot Like Love,2005,Nigel Cole,"Apr 22, 2005",25000000,21835784,41921590
The Big Wedding,2013,Justin Zackham,"Apr 25, 2013",32500000,21819348,48425971
The Bachelor,1999,Gary Sinyor,"Nov 5, 1999",21000000,21731001,36882378
Friday the 13th Part 2,1981,Steve Miner,"Apr 30, 1981",1250000,21722776,21722776
The Player,1992,Robert Altman,"Apr 10, 1992",8000000,21706101,28876702
Overlord,2018,Julius Avery,"Nov 3, 2018",38000000,21704844,39178189
Your Highness,2011,David Gordon Green,"Apr 8, 2011",50000000,21596445,26121638
Baggage Claim,2013,David E. Talbert,"Sep 27, 2013",8500000,21569509,22885836
He Got Game,1998,Spike Lee,"May 1, 1998",25000000,21567853,22411948
Just Wright,2010,Sanaa Hamri,"May 14, 2010",12000000,21540363,21867665
The Right Stuff,1983,Philip Kaufman,"Oct 21, 1983",27000000,21500000,21500000
The Book Thief,2013,Brian Percival,"Nov 8, 2013",19000000,21488481,76086711
Urban Legends: Final Cut,2000,John Ottman,"Sep 22, 2000",15000000,21468807,38574362
Psycho,1998,Gus Van Sant,"Dec 4, 1998",20000000,21541218,37226218
The Darkest Hour,2011,Chris Gorak,"Dec 25, 2011",34800000,21443494,62831715
The Adventures of Ford Fairlane,1990,Renny Harlin,"Jul 11, 1990",49000000,20423389,20423389
Quigley Down Under,1990,Simon Wincer,"Oct 19, 1990",20000000,21413105,21413105
Mars Needs Moms,2011,Simon Wells,"Mar 11, 2011",150000000,21392758,39549758
The Fog,1980,John Carpenter,"Feb 1, 1980",1100000,21445318,21445820
Skyline,2010,Greg Strause,"Nov 12, 2010",10000000,21416355,68264973
Skyline,2010,Colin Strause,"Nov 12, 2010",10000000,21416355,68264973
Raising Cain,1992,Brian De Palma,"Aug 7, 1992",11000000,21171695,21171695
Shaft,2019,Tim Story,"Jun 14, 2019",30000000,21360215,21360215
Conan the Barbarian,2011,Marcus Nispel,"Aug 19, 2011",90000000,21295021,63356133
To Die For,1995,Gus Van Sant,"Sep 27, 1995",20000000,21284514,27688744
Dream House,2011,Jim Sheridan,"Sep 30, 2011",50000000,21302340,41642166
Mechanic: Resurrection,2016,Dennis Gansel,"Aug 25, 2016",40000000,21218403,125729635
Torque,2004,Joseph Kahn,"Jan 16, 2004",40000000,21176322,46176322
"As Above, So Below",2014,John Erick Dowdle,"Aug 29, 2014",5000000,21222315,41824066
ATL,2006,Chris Robinson,"Mar 31, 2006",17000000,21170563,21170563
The Next Three Days,2010,Paul Haggis,"Nov 19, 2010",30000000,21148651,67255916
Stir of Echoes,1999,David Koepp,"Sep 10, 1999",12000000,21133087,23059379
The Disaster Artist,2017,James Franco,"Dec 1, 2017",10000000,21120616,28717667
47 Meters Down: Uncaged,2019,Johannes Roberts,"Aug 15, 2019",12000000,22260900,37565233
Tales from the Crypt: Demon Knight,1995,Ernest R. Dickerson,"Jan 13, 1995",12000000,21089146,21089146
Antwone Fisher,2002,Denzel Washington,"Dec 19, 2002",12500000,21078145,23367586
The Wiz,1978,Sidney Lumet,"Oct 24, 1978",24000000,22000000,22000000
Creepshow,1982,George A. Romero,"Nov 10, 1982",8000000,20036244,20036244
Phantom Thread,2017,Paul Thomas Anderson,"Dec 25, 2017",35000000,21198205,47896721
Flight of the Phoenix,2004,John Moore,"Dec 17, 2004",75000000,21009180,34009180
Fantastic Mr. Fox,2009,Wes Anderson,"Nov 13, 2009",40000000,21002919,47083412
Flicka,2006,Michael Mayer,"Oct 20, 2006",15000000,21000147,21896367
Aloha,2015,Cameron Crowe,"May 27, 2015",37000000,21052030,25387091
Looney Tunes: Back in Action,2003,Eric Goldberg,"Nov 14, 2003",80000000,20950820,54540662
Looney Tunes: Back in Action,2003,Joe Dante,"Nov 14, 2003",80000000,20950820,54540662
The Man with the Golden Gun,1974,Guy Hamilton,"Dec 20, 1974",7000000,21000000,97600000
Shorts,2009,Robert Rodriguez,"Aug 21, 2009",20000000,20919166,29870801
Super Mario Bros.,1993,Rocky Morton,"May 28, 1993",42000000,20844907,20844907
Super Mario Bros.,1993,Annabel Jankel,"May 28, 1993",42000000,20844907,20844907
Proud Mary,2018,Babak Najafi,"Jan 10, 2018",30000000,20868638,21709539
Paul Blart: Mall Cop,2009,Steve Carr,"Jan 16, 2009",26000000,146336178,185904750
The Kids Are All Right,2010,Lisa Cholodenko,"Jul 9, 2010",4000000,20811365,36275469
