title,studio,domestic_gross,foreign_gross,year
Sleepless Night,Tribeca Film,3400.0,,2012
ATM,IFC Films,3000.0,,2012
About Cherry,IFC Films,3000.0,,2012
Perfect Sense,IFC Films,3000.0,,2012
Cheerful Weather for the Wedding,IFC Films,2700.0,,2012
The Decoy Bride,IFC Films,800.0,,2012
Death of a Superhero,Tribeca Film,600.0,,2012
Frozen,Buena Vista,400700000.0,875700000,2013
Iron Man 3,Buena Vista,409000000.0,805800000,2013
Despicable Me 2,Universal,368100000.0,602700000,2013
The Hunger Games: Catching Fire,Lionsgate,424700000.0,440300000,2013
Fast & Furious 6,Universal,238700000.0,550000000,2013
Monsters University,Buena Vista,268500000.0,475700000,2013
Gravity,WB,274100000.0,449100000,2013
Man of Steel,WB,291000000.0,377000000,2013
Thor: The Dark World,Buena Vista,206400000.0,438200000,2013
The Croods,Fox,187200000.0,400000000,2013
World War Z,Paramount,202400000.0,337600000,2013
Oz The Great and Powerful,Buena Vista,234900000.0,258399999,2013
Star Trek Into Darkness,Paramount,228800000.0,238600000,2013
The Wolverine,Fox,132600000.0,282300000,2013
Pacific Rim,WB,101800000.0,309200000,2013
The Wolf of Wall Street,Paramount,116900000.0,275100000,2013
G.I. Joe: Retaliation,Paramount,122500000.0,253200000,2013
The Hangover Part III,WB,112200000.0,249800000,2013
The Great Gatsby (2013),WB,144800000.0,208800000,2013
Now You See Me,Lionsgate/Summit Entertainment,117700000.0,234000000,2013
The Smurfs 2,Sony,71000000.0,276500000,2013
A Good Day to Die Hard,Fox,67300000.0,237300000,2013
Oblivion,Universal,89100000.0,197100000,2013
Elysium,Sony Pictures,93100000.0,193100000,2013
Turbo,Fox,83000000.0,199500000,2013
Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000,2013
Epic,Fox,107500000.0,160900000,2013
The Lone Ranger,Buena Vista,89300000.0,171200000,2013
American Hustle,Sony,150100000.0,101100000,2013
Grown Ups 2,Sony,133699999.0,113300000,2013
After Earth,Sony,60500000.0,183300000,2013
Planes,Buena Vista,90300000.0,149000000,2013
The Heat,Fox,159600000.0,70300000,2013
Hansel and Gretel: Witch Hunters,Paramount,55700000.0,170600000,2013
Captain Phillips,Sony,107100000.0,111700000,2013
White House Down,Sony,73100000.0,132300000,2013
Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000,2013
The Secret Life of Walter Mitty,Fox,58200000.0,129900000,2013
12 Years a Slave,Fox Searchlight,56700000.0,131100000,2013
Lee Daniels' The Butler,Weinstein Company,116600000.0,60000000,2013
Identity Thief,Universal,134500000.0,39500000,2013
Anchorman 2: The Legend Continues,Paramount,125200000.0,46300000,2013
Olympus Has Fallen,FilmDistrict,98900000.0,71300000,2013
Insidious Chapter 2,FilmDistrict,83600000.0,78300000,2013
Lone Survivor,Universal,125100000.0,29700000,2013
Jackass Presents: Bad Grandpa,Paramount,102000000.0,49800000,2013
47 Ronin,Universal,38400000.0,113400000,2013
Red 2,Lionsgate/Summit Entertainment,53300000.0,94800000,2013
Mama,Universal,71600000.0,74800000,2013
Escape Plan,Lionsgate/Summit Entertainment,25100000.0,112200000,2013
Last Vegas,CBS,63900000.0,70500000,2013
2 Guns,Universal,75600000.0,56300000,2013
Walking with Dinosaurs,Fox,36100000.0,90500000,2013
This is the End,Sony,101500000.0,24600000,2013
Ender's Game,Lionsgate/Summit Entertainment,61700000.0,63800000,2013
Prisoners,WB,61000000.0,61100000,2013
Saving Mr. Banks,Buena Vista,83300000.0,34600000,2013
Warm Bodies,Lionsgate/Summit Entertainment,66400000.0,50600000,2013
Jurassic Park 3D,Universal,45400000.0,71100000,2013
Personal Tailor,CL Western Town,376000.0,115800000,2013
Free Birds,Relativity Media,55800000.0,54600000,2013
Gangster Squad,WB,46000000.0,59200000,2013
Philomena,Weinstein Company,37700000.0,62400000,2013
Instructions Not Included,Lionsgate,44500000.0,54600000,2013
Riddick,Universal,42000000.0,56300000,2013
Safe Haven,Relativity Media,71300000.0,26200000,2013
Evil Dead (2013),Sony Pictures,54200000.0,43300000,2013
Blue Jasmine,Sony Pictures Classics,33400000.0,64099999,2013
The Mortal Instruments: City of Bones,Screen Gems,31200000.0,64200000,2013
The Internship,Fox,44700000.0,48800000,2013
Rush (2013),Universal,26900000.0,63300000,2013
The Purge,Universal,64500000.0,24900000,2013
Dhoom 3,Yash Raj Films,8000000.0,80000000,2013
About Time,Universal,15300000.0,71800000,2013
Pain and Gain,Paramount,49900000.0,36300000,2013
Carrie (2013),Screen Gems,35300000.0,49500000,2013
The Family (2013),Relativity Media,36900000.0,41500000,2013
Scary Movie 5,Wein/Dimension,32000000.0,46400000,2013
R.I.P.D.,Universal,33600000.0,44700000,2013
Tiny Times,CL Western Town,23500.0,77700000,2013
The Book Thief,Fox,21500000.0,55100000,2013
Escape From Planet Earth,Weinstein Company,57000000.0,17600000,2013
August: Osage County,Weinstein Company,37700000.0,36500000,2013
The Best Man Holiday,Universal,70500000.0,2300000,2013
The Counselor,Fox,17000000.0,54000000,2013
The Call,Sony Pictures,51900000.0,16700000,2013
One Direction: This is Us,Sony Pictures,28900000.0,39700000,2013
The Grandmaster,Weinstein Company,6600000.0,57500000,2013
Side Effects (2013),Open Road Films,32200000.0,31200000,2013
The Host (2013),Open Road Films,26600000.0,36700000,2013
Runner Runner,Fox,19300000.0,43400000,2013
From Up on Poppy Hill,GKIDS Films,1000000.0,60000000,2013
Kick-Ass 2,Universal,28800000.0,32000000,2013
A Haunted House,Open Road Films,40000000.0,20100000,2013
Beautiful Creatures (2013),WB,19500000.0,40600000,2013
Quartet,Weinstein Company,18400000.0,41100000,2013
Dallas Buyers Club,Focus Features,27300000.0,27900000,2013
Tyler Perry's A Madea Christmas,Lionsgate,52500000.0,853000,2013
Tyler Perry's Temptation: Confessions of a Marriage Counselor,Lionsgate,52000000.0,1200000,2013
Delivery Man,Buena Vista,30700000.0,19300000,2013
The Berlin File,CJ Entertainment,665000.0,48300000,2013
The Last Stand,Lionsgate,12100000.0,36300000,2013
21 and Over,Relativity Media,25700000.0,22400000,2013
Her (2013),WB,25600000.0,21800000,2013
Tiny Times 2,CL Western Town,43800.0,47200000,2013
Texas Chainsaw 3D,Lionsgate,34300000.0,12900000,2013
The Big Wedding,Lionsgate,21800000.0,24700000,2013
Parker,FilmDistrict,17600000.0,28600000,2013
The World's End,Focus Features,26000000.0,20100000,2013
Grudge Match,WB,29800000.0,15100000,2013
Homefront,Open Road Films,20200000.0,22900000,2013
Snitch,Lionsgate/Summit Entertainment,42900000.0,,2013
Jobs,Open Road Films,16100000.0,19800000,2013
The Place Beyond the Pines,Focus Features,21400000.0,14100000,2013
Inside Llewyn Davis,CBS,13200000.0,19700000,2013
Mud,Roadside Attractions,21600000.0,11000000,2013
Movie 43,Relativity Media,8800000.0,23600000,2013
Kevin Hart: Let Me Explain,Lionsgate/Summit Entertainment,32200000.0,74000,2013
Spring Breakers,A24,14100000.0,17600000,2013
New World (2013),Well Go USA Inc.,458000.0,31200000,2013
Don Jon,Relativity Media,24500000.0,6000000,2013
I Give It a Year,Magnolia Pictures,34700.0,28200000,2013
Nebraska,Paramount,17700000.0,10000000,2013
Mandela: Long Walk to Freedom,Weinstein Company,8300000.0,19000000,2013
Khumba,Millenium Entertainment,1000.0,27200000,2013
Dark Skies,Wein/Dimension,17400000.0,9000000,2013
Enough Said,Fox Searchlight,17600000.0,7700000,2013
Trance,Fox Searchlight,2300000.0,21900000,2013
"The Way, Way Back",Fox Searchlight,21500000.0,1700000,2013
Kon-Tiki,Weinstein Company,1500000.0,21300000,2013
Baggage Claim,Fox Searchlight,21600000.0,887000,2013
Diana,Entertainment One Films,335000.0,21400000,2013
The Great Beauty,Janus Films,2900000.0,18500000,2013
22 Bullets,Cinedigm,,21300000,2013
The Sapphires,Weinstein Company,2500000.0,18000000,2013
Broken City,Fox,19700000.0,,2013
The Company You Keep,Sony Pictures Classics,5100000.0,14500000,2013
The Bling Ring,A24,5800000.0,13300000,2013
You're Next,Lionsgate,18500000.0,,2013
Dead Man Down,FilmDistrict,10900000.0,7200000,2013
Admission,Focus Features,18000000.0,,2013
Fruitvale Station,Weinstein Company,16100000.0,1300000,2013
Battle of the Year,Screen Gems,8900000.0,7700000,2013
Out of the Furnace,Relativity Media,11300000.0,4300000,2013
Billy and Buddy,Mars Distribution,900.0,15200000,2013
The Last Exorcism Part II,CBS,15200000.0,,2013
Machete Kills,Open Road Films,8000000.0,7000000,2013
Paranoia,Relativity Media,7400000.0,6400000,2013
All Is Lost,Roadside Attractions,6300000.0,7400000,2013
Stoker,Fox Searchlight,1700000.0,10400000,2013
In the House,Cohen Media Group,390000.0,11500000,2013
I'm So Excited,Sony Pictures Classics,1400000.0,10400000,2013
Haute Cuisine,Weinstein Company,218000.0,11200000,2013
Before Midnight,Sony Pictures Classics,8100000.0,3100000,2013
Only God Forgives,Radius-TWC,779000.0,9900000,2013
The Past,Sony Pictures Classics,1300000.0,9300000,2013
Love is All You Need,Sony Pictures Classics,1600000.0,8400000,2013
Bullet to the Head,WB,9500000.0,,2013
Tyler Perry Presents Peeples,Lionsgate,9200000.0,130000,2013
Jerusalem,National Geographic Entertainment,8000000.0,1300000,2013
The Fifth Estate,Buena Vista,3300000.0,5300000,2013
Upside Down,Millenium Entertainment,105000.0,8000000,2013
Pulling Strings,Lionsgate,5800000.0,2000000,2013
Black Nativity,Fox Searchlight,7000000.0,436000,2013
Blue Is the Warmest Color,IFC Films,2200000.0,5200000,2013
Unfinished Song,Weinstein Company,1700000.0,5300000,2013
The Angels' Share,IFC Films,347000.0,6700000,2013
The Spectacular Now,A24,6900000.0,,2013
The Sweeney,Entertainment One Films,26700.0,6300000,2013
Believe,Open Road Films,6200000.0,,2013
Matru Ki Bijlee Ka Mandola,Fox Star Studios,,6000000,2013
Closed Circuit,Focus Features,5800000.0,,2013
Populaire,Weinstein Company,179000.0,5300000,2013
Broken Circle Breakdown,Tribeca Film,175000.0,5300000,2013
Fists of Legend,CJ Entertainment,134000.0,5300000,2013
Chennai Express,UTV,5300000.0,,2013
20 Feet from Stardom,Radius-TWC,4900000.0,,2013
Oldboy (2013),FilmDistrict,2200000.0,2700000,2013
Commitment,Well Go USA Inc.,76500.0,4500000,2013
White Elephant,Strand,8900.0,4400000,2013
Much Ado About Nothing (2013),Roadside Attractions,4300000.0,,2013
Frances Ha,IFC Films,4099999.0,,2013
You Will Be My Son,Cohen Media Group,285000.0,3600000,2013
Yeh Jawaani Hai Deewani,Eros International,3800000.0,,2013
Pieta,Drafthouse Films,22100.0,3600000,2013
The To-Do List,CBS,3500000.0,74600,2013
Mr. Nobody,Magnolia Pictures,3600.0,3500000,2013
Emperor,Roadside Attractions,3300000.0,,2013
Stand Up Guys,Lionsgate,3300000.0,,2013
In a World,Roadside Attractions,3000000.0,,2013
Ram-Leela,Eros International,2700000.0,,2013
Capital,Cohen Media Group,102000.0,2400000,2013
The East,Fox Searchlight,2300000.0,99700,2013
No (2013),Sony Pictures Classics,2300000.0,,2013
Renoir,MGM,2300000.0,,2013
Reality (2013),Oscilloscope Laboratories,72600.0,2200000,2013
Krrish 3,Eros International,2200000.0,,2013
Austenland,Sony Pictures Classics,2200000.0,,2013
The Sorcerer and the White Snake,Magnolia Pictures,18800.0,2100000,2013
The Iceman (2013),Millenium Entertainment,2000000.0,,2013
All the Boys Love Mandy Lane,Radius-TWC,,1900000,2013
Fill the Void,Sony Pictures Classics,1800000.0,,2013
Bhaag Milkha Bhaag,Reliance Big Pictures,1600000.0,,2013
Stories We Tell,Roadside Attractions,1600000.0,,2013
Lovelace,Radius-TWC,357000.0,1200000,2013
Race 2,UTV,1600000.0,,2013
Girl Most Likely,Roadside Attractions,1400000.0,,2013
Wadjda (U.S. only),Sony Pictures Classics,1300000.0,,2013
The Kings of Summer,CBS,1300000.0,,2013
The Invisible Woman,Sony Pictures Classics,1200000.0,,2013
Violeta Went to Heaven,Kino Lorber,21500.0,1200000,2013
Romeo and Juliet (2013),Relativity Media,1200000.0,,2013
Still Mine,MGM,1200000.0,,2013
The Wall (2013),MBox,38700.0,1100000,2013
Kai Po Che,UTV,1100000.0,,2013
What Maisie Knew,Millenium Entertainment,1100000.0,,2013
Thanks for Sharing,Roadside Attractions,1100000.0,,2013
Ain't Them Bodies Saints,IFC Films,397000.0,635000,2013
Kill Your Darlings,Sony Pictures Classics,1000000.0,,2013
Short Term 12,Cinedigm,1000000.0,,2013
Ginger & Rosa,A24,1000000.0,,2013
Lore,MBox,970000.0,,2013
Raanjhana,Eros International,903000.0,,2013
6 Souls,Radius-TWC,,852000,2013
The Monk,Art Takes Over Films,13500.0,794000,2013
Satyagraha,UTV,739000.0,,2013
Hannah Arendt,Zeit.,717000.0,,2013
Besharam,Reliance Big Pictures,680000.0,,2013
Salinger,Weinstein Company,584000.0,67000,2013
The Hunt,Magnolia Pictures,613000.0,,2013
To The Wonder,Magnolia Pictures,588000.0,,2013
Lootera,Eros International,582000.0,,2013
The Reluctant Fundamentalist,IFC Films,553000.0,,2013
You Ain't Seen Nothin' Yet,Kino Lorber,18900.0,488000,2013
The Inevitable Defeat of Mister and Pete,Lionsgate,495000.0,,2013
Act of Killing,Drafthouse Films,487000.0,,2013
Sound City,VVariance Films,423000.0,,2013
Shadow Dancer,Magnolia Pictures,101000.0,319000,2013
A Hijacking,Magnolia Pictures,414000.0,,2013
Grand Masti,Eros International,414000.0,,2013
Phata Poster Nikla Hero,Eros International,411000.0,,2013
The Armstrong Lie,Sony Pictures Classics,383000.0,,2013
Tai Chi Hero,Well Go USA Inc.,35100.0,347000,2013
At Any Price,Sony Pictures Classics,381000.0,,2013
Shootout at Wadala,Eros International,370000.0,,2013
Gori Tere Pyaar Mein,Reliance Big Pictures,342000.0,,2013
A Bottle in the Gaza Sea,Film Movement,5900.0,306000,2013
Go Goa Gone,Eros International,298000.0,,2013
Blancanieves,Cohen Media Group,280000.0,,2013
Himmatwala,UTV,271000.0,,2013
The Silence,MBox,100000.0,132000,2013
Singh Saab The Great,Eros International,226000.0,,2013
ABCD (Any Body Can Dance),UTV,222000.0,,2013
Arthur Newman,Cinedigm,208000.0,,2013
Ghanchakkar,UTV,203000.0,,2013
R... Rajkumar,Eros International,167000.0,,2013
We Steal Secrets: The Story of Wikileaks,Focus World,166000.0,,2013
The Patience Stone,Sony Pictures Classics,149000.0,,2013
Rangeelay,Eros International,148000.0,,2013
Drug War,VVariance Films,128000.0,,2013
Beyond the Hills,IFC Films,125000.0,,2013
Yossi,Strand,117000.0,,2013
Spinning Plates,The Film Arcade,112000.0,,2013
Ek Thi Daayan,Eros International,112000.0,,2013
The English Teacher,Cinedigm,105000.0,,2013
Man of Tai Chi,Radius-TWC,100000.0,,2013
Passion,Entertainment One Films,92200.0,,2013
Byzantium,IFC Films,89200.0,,2013
The Rooftop,Well Go USA Inc.,85800.0,,2013
We Are What We Are,Entertainment One Films,81400.0,,2013
Stuck in Love,Millenium Entertainment,81100.0,,2013
More Than Honey,Kino Lorber,79800.0,,2013
Caesar Must Die,AF,76900.0,,2013
No One Lives,Anchor Bay Films,74900.0,,2013
War Witch,Tribeca Film,70500.0,,2013
The Pervert's Guide to Ideology,Zeit.,68000.0,,2013
My Lucky Star,CL Western Town,64400.0,,2013
Becoming Traviata,Mars Distribution,62700.0,,2013
Sightseers,IFC Films,61800.0,,2013
The Canyons,IFC Films,56800.0,,2013
Table No. 21,Eros International,46700.0,,2013
Wish You Were Here (2013),Entertainment One Films,46300.0,,2013
A Glimpse Inside the Mind of Charles Swan III,A24,45400.0,,2013
Killing Season,Millenium Entertainment,39900.0,,2013
Post Tenebras Lux,Strand,39200.0,,2013
Rising From Ashes,First Run Features,38600.0,,2013
Berberian Sound Studio,IFC Films,38500.0,,2013
Ip Man: The Final Fight,Well Go USA Inc.,37900.0,,2013
Redemption (2013),Roadside Attractions,36900.0,,2013
Camille Claudel 1915,Kino Lorber,35300.0,,2013
Bastards,IFC Films,24500.0,,2013
Paradise: Love,Strand,24300.0,,2013
Our Children,Mars Distribution,23200.0,,2013
V/H/S/2,Magnolia Pictures,21800.0,,2013
The Look of Love,IFC Films,21300.0,,2013
The Painting (2013),GKIDS Films,21000.0,,2013
Terraferma,Cohen Media Group,20000.0,,2013
Love and Honor (2013),IFC Films,19700.0,,2013
Nostalghia,Kino Lorber,18800.0,,2013
Casting By,Submarine Deluxe,18200.0,,2013
Violet & Daisy,Cinedigm,17200.0,,2013
Jayne Mansfield's Car,Anchor Bay Films,14800.0,,2013
A Wedding Invitation,CJ Entertainment,14400.0,,2013
The Selfish Giant,IFC Films,12200.0,,2013
Charlie Countryman,Millenium Entertainment,11700.0,,2013
Just Like a Woman,Cohen Media Group,11400.0,,2013
So Young,CL Western Town,11200.0,,2013
In the Name Of,Film Movement,9900.0,,2013
InchAllah (U.S. only),Entertainment One Films,9800.0,,2013
Welcome to the Punch,IFC Films,9700.0,,2013
Clandestine Childhood,IFC Films,9000.0,,2013
Argento's Dracula 3D,IFC Films,8100.0,,2013
Finding Mr. Right,CL Western Town,6900.0,,2013
Paradise: Hope,Strand,6700.0,,2013
Paradise: Faith,Strand,6500.0,,2013
The Guillotines,Well Go USA Inc.,5300.0,,2013
The Stroller Strategy,Rialto,3500.0,,2013
What Richard Did,Tribeca Film,2700.0,,2013
Caught in the Web,Vitagraph Films,1100.0,,2013
I Spit on Your Grave 2,Anchor Bay Films,800.0,,2013
Into the White,Magnolia Pictures,700.0,,2013
Storage 24,Magnolia Pictures,100.0,,2013
Transformers: Age of Extinction,Paramount,245400000.0,858600000,2014
Guardians of the Galaxy,Buena Vista,333200000.0,440200000,2014
Maleficent,Buena Vista,241400000.0,517100000,2014
The Hunger Games: Mockingjay - Part 1,Lionsgate,337100000.0,418200000,2014
X-Men: Days of Future Past,Fox,233900000.0,513900000,2014
Captain America: The Winter Soldier,Buena Vista,259800000.0,454500000,2014
Dawn of the Planet of the Apes,Fox,208500000.0,502100000,2014
The Amazing Spider-Man 2,Sony,202900000.0,506100000,2014
Interstellar,Paramount,188000000.0,489400000,2014
Big Hero 6,Buena Vista,222500000.0,435300000,2014
How to Train Your Dragon 2,Fox,177000000.0,444500000,2014
American Sniper,WB,350100000.0,197300000,2014
Godzilla (2014),WB,200700000.0,328400000,2014
Rio 2,Fox,131500000.0,368600000,2014
Teenage Mutant Ninja Turtles (2014),Paramount,191200000.0,302100000,2014
The LEGO Movie,WB,257800000.0,211400000,2014
Lucy,Universal,126700000.0,336700000,2014
Penguins of Madagascar,Fox,83400000.0,289700000,2014
Edge of Tomorrow,WB,100200000.0,270300000,2014
Gone Girl,Fox,167800000.0,201600000,2014
Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000,2014
Noah,Paramount,101200000.0,261399999,2014
The Maze Runner,Fox,102400000.0,245900000,2014
300: Rise of An Empire,WB,106600000.0,231000000,2014
22 Jump Street,Sony,191700000.0,139600000,2014
The Fault in our Stars,Fox,124900000.0,182300000,2014
Divergent,Lionsgate/Summit Entertainment,150900000.0,137900000,2014
Mr. Peabody & Sherman,Fox,111500000.0,164200000,2014
Neighbors,Universal,150200000.0,120500000,2014
Exodus: Gods and Kings,Fox,65000000.0,203200000,2014
Hercules (2014),Paramount,72700000.0,172100000,2014
RoboCop (2014),Sony,58600000.0,184100000,2014
The Imitation Game,Weinstein Company,91100000.0,142400000,2014
Non-Stop,Universal,92200000.0,130600000,2014
Dracula Untold,Universal,56300000.0,160800000,2014
The Expendables 3,Lionsgate,39300000.0,175300000,2014
Into the Woods,Buena Vista,128000000.0,85100000,2014
Fury (2014),Sony,85800000.0,126000000,2014
Journey to the West,Magnolia Pictures,18100.0,205600000,2014
Need for Speed,Buena Vista,43600000.0,159700000,2014
The Other Woman (2014),Fox,83900000.0,112800000,2014
The Equalizer,Sony,101500000.0,90800000,2014
Breakup Buddies,CL Western Town,778000.0,188200000,2014
The Grand Budapest Hotel,Fox Searchlight,59300000.0,115500000,2014
Dumb and Dumber To,Universal,86200000.0,83600000,2014
Unbroken,Universal,115600000.0,47800000,2014
The Monuments Men,Sony,78000000.0,77000000,2014
Ride Along,Universal,134900000.0,19500000,2014
Planes: Fire & Rescue,Buena Vista,59200000.0,92200000,2014
Let's Be Cops,Fox,82400000.0,55800000,2014
Jack Ryan: Shadow Recruit,Paramount,50600000.0,84900000,2014
Annie (2014),Sony,85900000.0,47900000,2014
Blended,WB,46300000.0,81700000,2014
Sex Tape,Sony,38500000.0,87500000,2014
The Theory of Everything,Focus Features,35900000.0,87800000,2014
The Nut Job,Open Road Films,64300000.0,56600000,2014
The Wind Rises,Buena Vista,5200000.0,112700000,2014
Pompeii,Sony Pictures,23200000.0,94600000,2014
The Admiral: Roaring Currents,CJ Entertainment,2600000.0,109600000,2014
The Purge: Anarchy,Universal,72000000.0,40000000,2014
The Boxtrolls,Focus Features,50800000.0,58400000,2014
Horrible Bosses 2,WB,54400000.0,53200000,2014
Ouija,Universal,50900000.0,52700000,2014
Birdman,Fox Searchlight,42300000.0,60900000,2014
Transcendence,WB,23000000.0,80000000,2014
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Buena Vista,67000000.0,34400000,2014
Heaven is for Real,Sony Pictures,91400000.0,9900000,2014
P.K.,UTV,10600000.0,89800000,2014
The Book of Life (2014),Fox,50200000.0,49600000,2014
Paranormal Activity: The Marked Ones,Paramount,32500000.0,58400000,2014
The Hundred-Foot Journey,Buena Vista,54200000.0,34600000,2014
John Wick,Lionsgate/Summit Entertainment,43000000.0,45700000,2014
Deliver Us From Evil,Screen Gems,30600000.0,57400000,2014
A Million Ways to Die in the West,Universal,43100000.0,44100000,2014
Snowpiercer,Radius-TWC,4600000.0,82200000,2014
Step Up All In,Lionsgate/Summit Entertainment,14900000.0,71300000,2014
The Judge,WB,47100000.0,37300000,2014
Muppets Most Wanted,Buena Vista,51200000.0,29200000,2014
"I, Frankenstein",Lionsgate,19100000.0,52100000,2014
The Attorney,Well Go USA Inc.,557000.0,70000000,2014
Think Like a Man Too,Screen Gems,65200000.0,5000000,2014
Brick Mansions,Relativity Media,20400000.0,48500000,2014
Stalingrad (2014),Sony,1000000.0,67099999,2014
Son of God,Fox,59700000.0,8100000,2014
Jersey Boys,WB,47000000.0,20600000,2014
The Giver,Weinstein Company,45100000.0,21900000,2014
Selma,Paramount,52100000.0,14700000,2014
God's Not Dead,Freestyle Releasing,60800000.0,3900000,2014
Begin Again,Weinstein Company,16200000.0,47300000,2014
The Legend of Hercules,Lionsgate/Summit Entertainment,18800000.0,42400000,2014
Dolphin Tale 2,WB,42000000.0,15800000,2014
St. Vincent,Weinstein Company,44100000.0,10700000,2014
No Good Deed (2014),Screen Gems,52500000.0,1800000,2014
A Walk Among the Tombstones,Universal,26300000.0,26900000,2014
3 Days to Kill,Relativity Media,30700000.0,21900000,2014
Wild (2014),Fox Searchlight,37900000.0,14600000,2014
Magic in the Moonlight,Sony Pictures Classics,10500000.0,40500000,2014
About Last Night (2014),Screen Gems,48600000.0,365000,2014
Whiplash,Sony Pictures Classics,13100000.0,35900000,2014
Chef,Open Road Films,31400000.0,14500000,2014
Earth to Echo,Relativity Media,38900000.0,6400000,2014
Boyhood,IFC Films,25400000.0,19100000,2014
Oculus,Relativity Media,27700000.0,16300000,2014
Bang Bang,Fox Star Studios,2500000.0,39500000,2014
As Above/So Below,Universal,21300000.0,20600000,2014
This is Where I Leave You,WB,34300000.0,7000000,2014
That Awkward Moment,Focus Features,26100000.0,14400000,2014
Frank Miller's Sin City: A Dame to Kill For,Wein/Dimension,13800000.0,25600000,2014
The Gambler,Paramount,33700000.0,5600000,2014
Million Dollar Arm,Buena Vista,36500000.0,2800000,2014
Nightcrawler,Open Road Films,32400000.0,6300000,2014
Devil's Due,Fox,15800000.0,21100000,2014
A Most Wanted Man,Roadside Attractions,17200000.0,19000000,2014
The Best of Me,Relativity Media,26800000.0,9200000,2014
Endless Love (2014),Universal,23400000.0,11300000,2014
Get On Up,Universal,30700000.0,2700000,2014
The November Man,Relativity Media,25000000.0,7500000,2014
The Pirates,Well Go USA Inc.,416000.0,32100000,2014
Winter's Tale,WB,12600000.0,18500000,2014
When the Game Stands Tall,Sony Pictures,30100000.0,,2014
Draft Day,Lionsgate/Summit Entertainment,28800000.0,620000,2014
Big Eyes,Weinstein Company,14500000.0,14800000,2014
The Divine Move,CJ Entertainment,137000.0,27800000,2014
Top Five,Paramount,25300000.0,800000,2014
Iceman (2014),Well Go USA Inc.,7700.0,26000000,2014
On the Other Side of the Tracks,Weinstein Company,9600.0,25100000,2014
The Players,Weinstein Company,10900.0,24600000,2014
The Tale of The Princess Kaguya,GKIDS Films,703000.0,23500000,2014
A Haunted House 2,Open Road Films,17300000.0,6600000,2014
The Railway Man,Weinstein Company,4400000.0,17900000,2014
Mr. Turner,Sony Pictures Classics,4000000.0,18200000,2014
The Suspect (2014),Well Go USA Inc.,219000.0,21400000,2014
Bears,Buena Vista,17800000.0,3500000,2014
Yves Saint Laurent,Weinstein Company,724000.0,20300000,2014
Labor Day,Paramount,13400000.0,6900000,2014
"Like Father, Like Son (2014)",IFC Films,335000.0,19600000,2014
Left Behind (2014),Freestyle Releasing,14000000.0,5700000,2014
The Drop,Fox Searchlight,10700000.0,7900000,2014
The Quiet Ones,Lionsgate,8500000.0,9300000,2014
Sabotage (2014),Open Road Films,10500000.0,7000000,2014
Addicted,Lionsgate,17400000.0,,2014
Calvary,Fox Searchlight,3600000.0,13300000,2014
The Pyramid,Fox,2800000.0,14100000,2014
Tyler Perry's The Single Moms Club,Lionsgate,16000000.0,364000,2014
Beyond Outrage,Magnolia Pictures,3900.0,16200000,2014
Vampire Academy,Weinstein Company,7800000.0,7600000,2014
Inherent Vice,WB,8100000.0,6600000,2014
Island of Lemurs: Madagascar (IMAX),WB,11300000.0,2800000,2014
The Two Faces of January,Magnolia Pictures,507000.0,13000000,2014
Fading Gigolo,Millenium Entertainment,3800000.0,9600000,2014
Foxcatcher,Sony Pictures Classics,12100000.0,,2014
A Most Violent Year,A24,5700000.0,6300000,2014
The Interview (2014),Sony,6100000.0,5200000,2014
One Chance,Weinstein Company,101000.0,10800000,2014
Bicycling with Moliere,Strand,59900.0,10700000,2014
Belle,Fox Searchlight,10700000.0,,2014
Wetlands,Strand,59500.0,10500000,2014
Moms' Night Out,Sony Pictures,10400000.0,,2014
The Babadook,IFC Films,964000.0,9300000,2014
Nymphomaniac: Volume I,Magnolia Pictures,786000.0,9500000,2014
Gladiators of Rome,Viacom18 Motion Pictures,8200.0,10100000,2014
Mood Indigo,Drafthouse Films,303000.0,9500000,2014
Alan Partridge: The Movie,Magnolia Pictures,153000.0,9600000,2014
Venus in Fur,IFC Films,374000.0,8000000,2014
Filth,Magnolia Pictures,34400.0,8300000,2014
What If (2014),CBS,3500000.0,4400000,2014
Finding Fanny,Fox Star Studios,616000.0,7100000,2014
Pride (2014),CBS,1400000.0,6100000,2014
Chinese Puzzle,Cohen Media Group,339000.0,7100000,2014
A Long Way Down,Magnolia Pictures,13300.0,7200000,2014
Jessabelle,Lionsgate,,7000000,2014
"Two Days, One Night",IFC Films,1400000.0,5400000,2014
A Letter to Momo,GKIDS Films,71700.0,6700000,2014
Cantinflas,Lionsgate,6400000.0,,2014
Le Chef,Cohen Media Group,343000.0,5900000,2014
Mas Negro Que La Noche,Lionsgate,870000.0,5200000,2014
French Gigolo (Cliente),IFC Films,3000.0,6000000,2014
The Trip to Italy,IFC Films,2900000.0,3000000,2014
The Immigrant,Weinstein Company,2000000.0,3800000,2014
Wish I Was Here,Focus Features,3600000.0,1900000,2014
Under the Skin (2014),A24,2600000.0,2800000,2014
The Skeleton Twins,Roadside Attractions,5300000.0,,2014
The French Minister,IFC Films,12000.0,5100000,2014
